Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700016099-MVA	S700016504-MVA	S700016604-MVA	S700021930-MVA	S700023100-MVA	S700023202-MVA	S700023281-MVA	S700023434-MVA	S700023491-MVA	S700023668-MVA	S700023802-MVA	S700023859-MVA	S700023916-MVA	S700024001-MVA	S700024078-MVA	S700024161-MVA	S700024268-MVA	S700024393-MVA	S700024766-MVA	S700024843-MVA	S700024880-MVA	S700032284-MVA	S700032378-MVA	S700032474-MVA	S700032675-MVA	S700033041-MVA	S700033193-MVA	S700033498-MVA	S700033789-MVA	S700034228-MVA	S700034294-MVA	S700034834-MVA	S700035697-MVA	S700035993-MVA	S700037175-MVA	S700037234-MVA	S700037337-MVA	S700037714-MVA	S700037848-MVA	S700037981-MVA	S700038318-MVA	S700038736-MVA	S700038795-MVA	S700095275-MVA	S700095709-MVA	S700097353-MVA	S700097750-MVA	S700097899-MVA	S700098329-MVA	S700098421-MVA	S700098661-MVA	S700098994-MVA	S700099121-MVA	S700099350-MVA	S700099948-MVA	S700100289-MVA	S700100536-MVA	S700101220-MVA	S700101286-MVA	S700101577-MVA	S700102647-MVA	S700103303-MVA	S700103513-MVA	S700103706-MVA	S700105063-MVA	S700105120-MVA	S700105177-MVA	S700105234-MVA	S700105451-MVA	S700105644-MVA	S700105719-MVA	S700105794-MVA	S700105996-MVA	S700106052-MVA	S700106089-MVA	S700106120-MVA	S700106146-MVA	S700106518-MVA	S700106575-MVA	S700106910-MVA	S700107437-MVA	S700108157-MVA	S700108280-MVA	S700108403-MVA	S700108592-MVA	S700108658-MVA	S700109683-MVA	S700109983-MVA	S700110151-MVA	S700110808-MVA	S700111218-MVA	S700111636-MVA	S700111807-MVA	S700113209-MVA	S700113537-MVA	S700113576-MVA	S700113854-MVA	S700113911-MVA	S700113968-MVA	S700113995-MVA	S700114159-MVA	S700114232-MVA	S700114301-MVA	S700114456-MVA	S700114592-MVA	S700114649-MVA	S700114935-MVA	S700116110-MVA	S700116215-MVA	S700116340-MVA	S700116445-MVA	S700116482-MVA	S700116655-MVA	S700116712-MVA	S700116961-MVA	S700116996-MVA	S700117149-MVA	S700117228-MVA	S700117639-MVA	S700117696-MVA	S700117751-MVA	S700117810-MVA	S700117952-MVA	S700119104-MVA	S700119492-MVA	S700119624-MVA	S700120049-MVA	S700121052-MVA	S700121701-MVA	S700123624-MVA	S700161054-MVA	S700161111-MVA	S700161216-MVA	S700161508-MVA	S700161683-MVA	S700161738-MVA	S700161852-MVA	S700161959-MVA	S700163044-MVA	S700163215-MVA	S700163272-MVA	S700163588-MVA	S700163713-MVA	S700163768-MVA	S700163865-MVA	S700163922-MVA	S700163977-MVA	S700164084-MVA	S700164139-MVA	S700164226-MVA	S700164283-MVA	S700164552-MVA	S700164607-MVA	S700164646-MVA	S700164769-MVA	S700164826-MVA	S700164866-MVA	S700165201-MVA	S700165489-MVA	S700165909-MVA	S700165966-MVA	S700166087-MVA	S700166837-MVA	S700167977-MVA	S700171149-MVA	S700171224-MVA	S700171761-MVA	S700171836-MVA	S700171893-MVA	S700171989-MVA	S700172064-MVA	S700172333-MVA	S700172475-MVA	S700172552-MVA	S700172760-MVA	S700172867-MVA	S700173173-MVA	S700173431-MVA	S700173681-MVA	S700173930-MVA	S700173965-MVA	S700175120-MVA	S700175205-MVA
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella	genus				0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.035	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.412	0.0	0.169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera	genus				0.383	0.0	10.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	4.429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.584	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.143	0.0	0.0	0.0	0.0	0.0	0.0	4.244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.74	0.0	0.0	0.0	0.0	8.122	0.0	0.0	0.0	0.0	0.0	7.474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.87	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Anaerococcus	genus				0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.018	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.033	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.223	56.886	0.221	0.0	0.0	0.0	0.0	0.0	0.029	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Finegoldia	genus				1.113	0.0	0.0	0.0	0.083	0.044	0.417	0.174	0.0	0.793	0.083	0.18	0.0	0.765	0.0	0.0	0.067	0.0	0.0	0.115	0.083	0.0	0.067	0.0	0.0	0.0	0.0	0.021	0.022	0.019	0.108	0.0	0.022	0.0	0.034	0.0	0.134	0.482	0.017	0.0	0.031	0.024	0.0	0.098	0.318	0.0	0.0	0.257	0.206	0.175	0.733	0.042	1.8	0.027	0.008	0.0	0.182	0.0	0.0	0.199	0.294	0.495	0.033	0.042	0.0	0.67	0.028	0.0	0.0	0.046	0.113	0.02	0.013	0.608	0.0	0.058	0.0	0.161	0.0	0.127	0.03	0.016	0.053	3.06	0.02	0.229	0.027	0.0	0.35	0.015	0.0	0.086	0.014	0.119	0.137	0.0	0.177	0.0	0.338	0.0	0.461	0.144	0.022	0.011	0.02	3.983	0.0	0.568	0.0	0.0	0.0	0.006	0.0	0.601	2.369	0.0	0.05	0.0	0.0	0.0	0.024	0.0	0.022	0.033	0.015	0.016	0.044	0.049	0.168	0.034	0.049	0.0	0.864	0.231	0.166	0.0	0.0	0.092	0.0	0.0	0.0	0.073	0.034	1.204	0.0	0.034	0.019	0.0	0.05	0.02	0.0	0.101	0.229	0.026	0.0	0.058	0.05	0.0	0.09	0.0	0.099	0.001	0.064	0.053	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.03	0.0	0.028	0.052	0.035	0.0	0.0	0.015
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Parvimonas	genus				0.0	0.0	0.821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	2.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Peptoniphilus	genus				0.661	0.0	0.0	0.0	0.083	0.059	0.667	0.035	0.0	0.117	0.042	0.105	0.02	0.074	0.0	0.0	0.0	0.0	0.0	0.033	0.014	0.0	0.0	0.0	0.029	0.074	0.0	0.0	0.0	0.037	0.011	0.0	0.0	0.0	0.0	0.0	0.04	0.014	0.034	0.0	0.031	0.012	0.0	0.054	0.023	0.0	0.0	0.171	0.206	0.097	0.135	0.0	1.894	0.027	0.008	0.0	0.0	0.0	0.0	0.0	0.294	0.066	0.059	0.448	0.007	0.391	0.014	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.119	0.018	0.0	0.0	0.106	0.568	0.02	0.019	0.081	0.0	0.04	0.0	0.0	0.014	0.0	0.0	0.059	0.0	0.0	0.0	0.095	0.0	0.661	0.0	0.022	0.0	0.0	0.0	19.899	0.237	0.0	0.0	0.0	0.0	0.0	0.0	0.824	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.066	0.098	0.021	0.0	0.0	0.0	0.406	0.093	0.0	0.0	0.0	0.092	0.086	0.038	0.0	0.073	0.0	0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.153	0.0	0.033	0.0	0.0	0.0	0.025	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.028	0.0	0.0	0.03	0.0	0.028	0.013	0.018	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia	genus				0.0	0.0	3.208	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	genus				0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.014	0.0	0.0	0.247	0.048	0.0	0.0	0.018	0.073	0.016	0.014	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.027	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.112	0.028	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.039	0.0	0.011	1.746	0.013	0.45	0.016	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.052	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter	genus				0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.022	0.022	0.0	0.029	0.049	0.0	0.011	0.0	0.0	0.0	0.0	0.102	4.414	2.572	0.0	0.0	0.066	0.0	0.059	0.118	0.0	0.0	0.028	0.0	0.016	0.0	0.006	0.0	0.054	5.561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.812	0.0	0.0	0.311	0.0	0.0	0.014	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia	genus				0.0	0.0	0.0	0.0	0.0	0.044	0.028	0.0	0.0	0.147	0.042	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.505	0.721	0.0	0.0	0.593	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.976	39.946	0.09	0.0	2.829	0.0	0.0	0.405	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	0.277	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.072	0.0	0.0	0.0	9.566	0.0	0.0	0.584	0.0	0.0	0.0	0.0	1.091	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.021	0.015	0.0	0.0	0.0	5.277	0.0	0.06	0.014	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter	genus				0.765	0.0	0.0	0.0	0.0	0.0	0.278	0.0	0.0	0.0	0.0	0.03	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.023	0.034	0.0	0.0	0.138	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.009	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.02	0.0	0.009	0.0	0.0	0.018	0.0	0.0	0.0	0.027	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.876	0.0	0.0	0.0	0.0	0.039	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199	0.0	0.021	0.0	0.0	0.0	0.021	0.231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia	genus				0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.02	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.51	0.0	0.169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas	genus				0.0	0.016	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.646	0.097	0.0	0.0	0.568	0.514	0.0	0.022	0.088	0.204	0.066	0.0	0.022	0.0	0.0	0.0	0.0	0.256	1.203	0.987	0.0	0.0	0.462	0.0	0.0	0.068	0.0	0.0	0.028	0.084	0.11	0.015	0.0	0.0	0.195	5.084	0.056	0.0	0.2	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555	0.0	0.0	0.425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.105	0.0	0.0	0.0	7.317	0.0	0.0	3.096	0.0	0.0	0.0	0.0	0.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.186	0.0	0.0	0.085	0.0	0.0	0.014	0.0	0.0
Bacteria;Synergistota;Synergistia;Synergistales;Dethiosulfovibrionaceae;Jonquetella	genus				0.87	0.0	0.0	0.0	0.0	0.0	0.195	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes;Mycoplasmoidales;Metamycoplasmataceae;Metamycoplasma	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.811	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
